minute,sh,sz
1429,-12.41,13.19
1430,-12.47,13.30
1431,-12.44,13.41
1432,-12.39,13.59
1433,-12.61,13.62
1434,-12.78,13.67
1435,-12.81,13.74
1436,-12.95,13.77
1437,-13.05,13.82
1438,-13.16,13.87
1439,-13.19,14.05
1440,-13.21,14.19
1441,-13.37,14.20
1442,-13.44,14.39
1443,-13.50,14.57
1444,-13.56,14.60
1445,-13.55,14.74
1446,-13.61,14.91
1447,-13.70,15.01
1448,-13.66,15.10
1449,-13.79,15.19
1450,-14.02,15.14
1451,-14.08,15.29
1452,-14.18,15.69
1453,-14.16,15.86
1454,-14.20,16.03
1455,-14.37,16.05
1456,-13.99,16.16
1457,-13.97,16.03
1458,-13.64,16.40
1459,-13.58,16.48
1500,-12.65,17.42
