minute,sh,sz
1057,-5.84,1.73
1058,-5.86,1.68
1059,-5.85,1.72
1100,-5.94,1.70
1101,-5.86,1.82
1102,-5.68,2.06
1103,-5.60,2.10
1104,-5.68,2.09
1105,-5.67,2.07
1106,-5.71,2.03
1107,-5.69,1.98
1108,-5.77,1.91
1109,-5.78,1.85
1110,-5.74,1.83
1111,-5.74,1.71
1112,-5.67,1.79
1113,-5.66,1.76
1114,-5.64,1.76
1115,-5.24,2.01
1116,-5.16,2.06
1117,-4.95,2.03
1118,-4.87,1.99
1119,-4.87,1.99
1120,-4.87,1.99
1121,-4.19,2.19
1122,-4.17,2.24
1123,-4.21,2.21
1124,-4.20,2.17
1125,-4.08,2.19
1126,-4.07,2.14
1127,-3.92,2.20
1128,-3.92,2.21
1129,-3.94,2.16
1130,-4.07,2.08
1300,-3.99,2.15
1301,-3.99,2.08
1302,-4.13,1.98
1303,-4.13,1.98
1304,-4.13,1.98
1305,-4.27,1.92
1306,-4.28,1.97
1307,-4.24,2.07
1308,-4.22,2.09
1309,-4.14,2.23
1310,-4.09,2.23
1311,-4.08,2.24
1312,-3.98,2.43
1313,-3.98,2.47
1314,-4.05,2.58
1315,-4.07,2.56
1316,-4.07,2.56
1317,-4.08,2.49
1318,-4.13,2.57
1319,-4.14,2.43
1320,-4.26,2.33
1321,-4.39,1.89
1322,-4.46,1.92
1323,-4.52,1.87
1324,-4.60,1.87
1325,-4.66,1.81
1326,-4.71,1.86
1327,-4.79,1.90
1328,-4.80,1.93
1329,-4.84,1.79
1330,-4.92,1.83
1331,-4.92,1.87
1332,-4.88,1.97
1333,-4.91,1.93
1334,-4.91,1.87
1335,-5.07,1.64
1336,-5.10,1.65
1337,-5.15,1.57
1338,-5.17,1.64
1339,-5.19,1.68
1340,-5.24,1.68
1341,-5.24,1.71
1342,-5.28,1.75
1343,-5.36,1.64
1344,-5.42,1.37
1345,-5.42,1.37
1346,-5.53,1.38
1347,-5.46,1.65
1348,-5.32,1.80
1349,-5.13,2.11
1350,-4.89,2.22
1351,-4.76,2.37
1352,-4.79,2.23
1353,-5.00,2.02
1354,-5.00,2.06
1355,-5.52,1.67
1356,-5.57,1.64
1357,-5.65,1.59
1358,-5.71,1.56
1359,-5.74,1.55
1400,-5.75,1.55
1401,-5.75,1.55
1402,-5.77,1.55
1403,-5.77,1.54
1404,-5.78,1.53
1405,-5.78,1.53
1406,-5.79,1.52
1407,-5.80,1.51
1408,-5.80,1.51
1409,-5.81,1.51
1410,-5.81,1.51
1411,-5.81,1.51
1412,-5.81,1.51
1413,-5.81,1.51
1414,-5.82,1.50
1415,-5.82,1.50
1416,-5.82,1.50
1417,-5.82,1.50
1418,-5.82,1.50
1419,-5.82,1.50
1420,-5.82,1.50
1421,-5.82,1.50
1422,-5.82,1.50
1423,-5.82,1.50
1424,-5.82,1.50
1425,-5.82,1.50
1426,-5.82,1.50
1427,-5.83,1.50
1428,-5.83,1.50
1429,-5.83,1.50
1430,-5.83,1.50
1431,-5.84,1.50
1432,-5.84,1.43
1433,-5.84,1.43
1434,-5.84,1.43
1435,-5.84,1.43
1436,-5.84,1.43
1437,-5.84,1.43
1438,-5.84,1.43
1439,-5.84,1.43
1440,-5.84,1.43
1441,-5.84,1.43
1442,-5.84,1.43
1443,-5.84,1.43
1444,-5.84,1.43
1445,-5.84,1.43
1446,-5.84,1.43
1447,-5.84,1.43
1448,-5.84,1.43
1449,-5.84,1.43
1450,-5.84,1.43
1451,-5.84,1.42
1452,-5.84,1.42
1453,-5.84,1.42
1454,-5.84,1.42
1455,-5.84,1.42
1456,-5.84,1.42
1457,-5.84,1.42
1458,-5.84,1.42
1459,-5.84,1.42
1500,-5.84,1.42
