minute,sh,sz
1346,-19.92,4.27
1347,-19.84,4.60
1348,-19.84,4.69
1349,-19.89,4.68
1350,-19.85,4.77
1351,-19.81,4.71
1352,-19.88,4.65
1353,-19.82,4.66
1354,-19.79,4.72
1355,-19.79,4.72
1356,-19.66,5.08
1357,-19.69,4.92
1358,-19.72,4.96
1359,-19.69,5.02
1400,-19.74,5.03
1401,-19.89,4.86
1402,-19.89,4.86
1403,-19.94,4.98
1404,-19.99,4.94
1405,-20.01,5.04
1406,-20.00,5.11
1407,-19.89,5.15
1408,-19.91,5.14
1409,-19.92,5.17
1410,-19.93,5.21
1411,-19.97,5.12
1412,-20.02,5.11
1413,-20.03,5.22
1414,-19.92,5.37
1415,-19.87,5.42
1416,-19.73,5.42
1417,-19.67,5.85
1418,-19.60,6.17
1419,-19.52,6.27
1420,-19.69,6.27
1421,-19.94,6.25
1422,-20.31,6.00
1423,-21.07,5.58
1424,-21.07,5.58
1425,-21.07,5.58
1426,-21.10,5.68
1427,-21.13,5.64
1428,-21.13,5.72
1429,-21.05,5.76
1430,-21.07,5.84
1431,-21.07,5.76
1432,-21.15,5.80
1433,-21.13,5.83
1434,-21.27,5.84
1435,-21.40,5.91
1436,-20.95,6.36
1437,-20.99,6.31
1438,-21.01,6.31
1439,-21.22,6.26
1440,-21.32,6.25
1441,-21.19,6.38
1442,-21.04,6.60
1443,-21.18,6.68
1444,-21.38,6.62
1445,-21.47,6.64
1446,-21.26,6.86
1447,-21.26,6.86
1448,-21.26,6.86
1449,-21.41,7.02
1450,-21.33,7.07
1451,-21.31,7.18
1452,-21.33,7.17
1453,-21.13,7.27
1454,-21.09,7.30
1455,-21.08,7.28
1456,-21.18,7.26
1457,-21.25,7.27
1458,-20.04,7.68
1459,-19.88,7.90
1500,-18.79,8.86
