minute,sh,sz
1319,-4.04,5.60
1320,-4.01,5.66
1321,-4.00,5.76
1322,-4.00,5.76
1323,-4.00,5.86
1324,-4.05,5.71
1325,-4.10,5.56
1326,-4.12,5.68
1327,-4.12,5.74
1328,-4.02,5.84
1329,-3.97,5.99
1330,-3.87,6.12
1331,-3.76,6.34
1332,-3.65,6.45
1333,-3.53,6.56
1334,-3.48,6.63
1335,-3.39,6.77
1336,-3.30,6.87
1337,-3.29,6.83
1338,-3.30,6.86
1339,-3.24,6.86
1340,-3.09,6.99
1341,-2.98,7.04
1342,-2.88,7.12
1343,-2.50,7.23
1344,-2.45,7.27
1345,-2.59,7.17
1346,-2.57,7.19
1347,-2.54,7.21
1348,-2.40,7.26
1349,-2.40,7.26
1350,-2.40,7.26
1351,-2.89,6.97
1352,-3.00,7.03
1353,-3.03,7.05
1354,-3.01,7.07
1355,-2.95,7.10
1356,-2.91,7.15
1357,-3.17,7.08
1358,-3.11,7.08
1359,-3.12,7.13
1400,-3.15,7.15
1401,-3.15,7.15
1402,-3.15,7.15
1403,-3.19,7.23
1404,-3.24,7.24
1405,-3.63,6.93
1406,-3.63,6.93
1407,-3.63,6.93
1408,-3.53,7.10
1409,-3.49,7.19
1410,-3.55,7.19
1411,-3.61,7.22
1412,-3.59,7.23
1413,-3.57,7.26
1414,-3.53,7.40
1415,-3.54,7.55
1416,-3.59,7.49
1417,-3.59,7.51
1418,-3.60,7.55
1419,-3.63,7.56
1420,-3.87,7.50
1421,-3.93,7.44
1422,-3.99,7.44
1423,-4.22,7.26
1424,-4.23,7.25
1425,-4.17,7.40
1426,-4.12,7.45
1427,-4.20,7.52
1428,-4.61,7.39
1429,-5.03,7.35
1430,-4.88,7.65
1431,-4.93,7.80
1432,-4.90,8.05
1433,-4.83,8.10
1434,-4.80,8.17
1435,-4.82,8.17
1436,-4.75,8.24
1437,-4.50,8.19
1438,-4.15,8.38
1439,-4.11,8.41
1440,-4.07,8.41
1441,-4.17,8.27
1442,-4.17,8.29
1443,-4.16,8.26
1444,-4.28,8.28
1445,-4.25,8.45
1446,-4.75,8.24
1447,-4.97,8.31
1448,-4.77,8.69
1449,-4.80,8.88
1450,-4.80,8.88
1451,-4.80,8.88
1452,-4.88,9.39
1453,-4.89,9.49
1454,-4.75,9.75
1455,-4.75,9.75
1456,-4.75,9.75
1457,-5.12,9.94
1458,-4.81,10.45
1459,-4.75,10.56
1500,-3.73,11.69
